"file","version","md5","fetched","url"
"funded_disclosure_FY2027_2026-07-02.xlsx","2026-07-02","6c3f97af05d2f7c7330e6e88ecdaa093","2026-08-18","https://rnd.council.nyc.gov/src/assets/excelFund/funded_disclosure_FY2027.xlsx"
